frasa
anemia hemolitik
anemia hipoplastik
anemia kronis
anemia megaloblastik
anemia pernisius
anemia sel sabit
anemia tersembunyi
anemometer byram
anemometer cawan
anemometer rekaan
anemometer sentuh
anemometer tangan
anemon laut
anestesia emosional
anestesia epidural
anestesia lokal
anestesia regional
anestesia spinal
anestesia umum
anestetik lokal
aneuk jamee
aneurisme otak
angan-angan menerawang langit
angan-angan mengikat tubuh
anggaran aktual
anggaran belanja
anggaran belanja berimbang
anggaran berbasis kinerja
anggaran berimbang
anggaran dasar
anggaran defisit
anggaran induk
anggaran keluarga
anggaran modal
anggaran pemerintah
anggaran pendapatan
anggaran rumah tangga
anggaran sulapan
anggota biasa
anggota delegasi
anggota gerak
anggota honorer
anggota kalimat
anggota kehormatan
anggota kliring berjangka
anggota penderma
anggota pengurus
anggota tentara
anggota tersiar
anggrek akar
anggrek bulan
anggrek bulan bintang
anggrek buntut tikus
anggrek gurun
anggrek hartinah
anggrek hibrida
anggrek hitam
anggrek kantung kolopaking
anggrek kebutan
anggrek ki aksara
anggrek larat
anggrek macan
anggrek merpati
anggrek monyet
anggrek pandan
anggrek selop
anggrek serat
anggrek stroberi
anggrek tebu
anggung gaya
anggur beranak
anggur kering
anggur laut
anggur merah
anggur obat
anggur papua
anggur putih
angin ahmar
angin alobar
angin anabatik
angin antitriptik
angin atas
angin badai
angin barat
angin barat khatulistiwa
angin barat laut
angin barat utama
angin bawah geostrofik
angin bawah gradien
angin beralih
angin berputar (bersiru ombak bersabung)
angin besar
angin bohorok
angin buritan
angin buritan ekuivalen
angin darat
angin daya topan
angin duduk
angin ekor duyung
angin fohn
angin gending
angin geostrofik
angin gila
angin gletser
angin gradien
angin gunung
angin gunung-gunungan
angin haluan
angin haluan ekuivalen
angin hulu timur
angin indera bayu
angin ionosferik
angin jahat
angin jatuh
angin katabatik
angin kelambu menunggal
angin kelambu sebelah
angin kematian
angin kencang
angin kepala
angin kumbang
angin lalu
angin langkisau
angin laut
angin lembah
angin limbubu
angin lokal
angin mati
angin membakat
angin membujur ekuivalen
angin menebing
angin menganan
angin mengiri
angin menumbuk kurung
angin musim
angin nyata
